congress,convened,bioguide,name,state,senate_class,party,party_raw,birthday,age_years,age_days,age_exact
22,1831-12-05,F000373,Theodore Frelinghuysen,NJ,2,Whig,Anti-Jacksonian,1787-03-28,44,252,44.6885
22,1831-12-05,H000398,Robert Young Hayne,SC,2,Other,Nullifier,1791-11-10,40,25,40.0683
22,1831-12-05,H000739,John Holmes,ME,1,Whig,Adams,1773-03-14,58,266,58.7268
22,1831-12-05,L000366,Edward Livingston,LA,2,Democratic,Jackson,1764-05-28,67,191,67.5219
22,1831-12-05,S000411,Nathaniel Silsbee,MA,2,Whig,Adams,1773-01-14,58,325,58.8904
22,1831-12-05,S000744,Peleg Sprague,ME,2,Whig,Anti-Jacksonian,1793-04-27,38,222,38.6066
22,1831-12-05,T000108,Littleton Waller Tazewell,VA,2,Democratic,Jackson,1774-12-17,56,353,56.9671
22,1831-12-05,T000382,George Michael Troup,GA,2,Democratic,Jackson,1780-09-08,51,88,51.2404
22,1831-12-05,C000282,Ezekiel Forman Chambers,MD,3,Whig,Adams,1788-02-28,43,280,43.7671
22,1831-12-05,D000011,George Mifflin Dallas,PA,1,Democratic,Jackson,1792-07-10,39,148,39.4044
22,1831-12-05,F000284,John Forsyth,GA,3,Democratic,Jackson,1780-10-22,51,44,51.1202
22,1831-12-05,H000165,Robert Hanna,IN,1,Whig,Anti-Jacksonian,1786-04-06,45,243,45.6639
22,1831-12-05,H000494,William Hendricks,IN,3,Whig,Adams,1782-11-12,49,23,49.0628
22,1831-12-05,H000593,Isaac Hill,NH,3,Democratic,Jackson,1789-04-06,42,243,42.6639
22,1831-12-05,J000194,Josiah Stoddard Johnston,LA,3,Other,,1784-11-24,47,11,47.0301
22,1831-12-05,K000006,Elias Kent Kane,IL,3,Democratic,Jackson,1794-06-07,37,181,37.4945
22,1831-12-05,M000127,William Learned Marcy,NY,3,Democratic,Jackson,1786-12-12,44,358,44.9808
22,1831-12-05,M000755,Stephen Decatur Miller,SC,3,Other,Nullifier,1787-05-08,44,211,44.5765
22,1831-12-05,T000300,Gideon Tomlinson,CT,3,Whig,Anti-Jacksonian,1780-12-31,50,339,50.9288
22,1831-12-05,F000247,Samuel Augustus Foot,CT,1,Whig,Adams,1780-11-08,51,27,51.0738
22,1831-12-05,N000010,Arnold Naudain,DE,1,Whig,Anti-Jacksonian,1790-01-06,41,333,41.9123
22,1831-12-05,R000297,Asher Robbins,RI,1,Whig,Adams,1761-10-26,70,40,70.1093
22,1831-12-05,B000903,Bedford Brown,NC,2,Democratic,Jackson,1795-06-06,36,182,36.4973
22,1831-12-05,K000287,Nehemiah Rice Knight,RI,2,Whig,Whig,1780-12-31,50,339,50.9288
22,1831-12-05,R000344,John McCracken Robinson,IL,2,Democratic,Jackson,1794-04-10,37,239,37.653
22,1831-12-05,W000376,Hugh Lawson White,TN,2,Democratic,Jackson,1773-10-30,58,36,58.0984
22,1831-12-05,P000510,Samuel Prentiss,VT,3,Whig,Anti-Jacksonian,1782-03-31,49,249,49.6803
22,1831-12-05,G000509,Felix Grundy,TN,1,Democratic,Jackson,1777-09-11,54,85,54.2322
22,1831-12-05,T000450,John Tyler,VA,1,Democratic,Jackson,1790-03-29,41,251,41.6858
22,1831-12-05,W000475,William Wilkins,PA,3,Democratic,Jackson,1779-12-20,51,350,51.9589
22,1831-12-05,W000238,Daniel Webster,MA,1,Whig,Adams,1782-01-18,49,321,49.8795
22,1831-12-05,M000096,Willie Person Mangum,NC,3,Democratic,Jackson,1792-05-10,39,209,39.571
22,1831-12-05,K000217,William Rufus de Vane King,AL,2,Democratic,Jackson,1786-04-07,45,242,45.6612
22,1831-12-05,C000482,Henry Clay,KY,3,Whig,Whig,1777-04-12,54,237,54.6475
22,1831-12-05,E000281,Thomas Ewing,OH,3,Whig,Anti-Jacksonian,1789-12-28,41,342,41.937
22,1831-12-05,B000398,Thomas Hart Benton,MO,1,Democratic,Jackson,1782-03-14,49,266,49.7268
22,1831-12-05,C000496,John Middleton Clayton,DE,2,Other,,1796-07-24,35,134,35.3661
23,1833-12-02,B000345,Samuel Bell,NH,2,Other,,1770-02-09,63,296,63.811
23,1833-12-02,B000433,George Mortimer Bibb,KY,2,Democratic,Jackson,1776-10-30,57,33,57.0904
23,1833-12-02,F000373,Theodore Frelinghuysen,NJ,2,Whig,Anti-Jacksonian,1787-03-28,46,249,46.6822
23,1833-12-02,S000411,Nathaniel Silsbee,MA,2,Whig,Adams,1773-01-14,60,322,60.8822
23,1833-12-02,S000744,Peleg Sprague,ME,2,Whig,Anti-Jacksonian,1793-04-27,40,219,40.6
23,1833-12-02,C000282,Ezekiel Forman Chambers,MD,3,Whig,Adams,1788-02-28,45,277,45.7589
23,1833-12-02,F000284,John Forsyth,GA,3,Democratic,Jackson,1780-10-22,53,41,53.1123
23,1833-12-02,H000494,William Hendricks,IN,3,Whig,Adams,1782-11-12,51,20,51.0548
23,1833-12-02,H000593,Isaac Hill,NH,3,Democratic,Jackson,1789-04-06,44,240,44.6575
23,1833-12-02,K000006,Elias Kent Kane,IL,3,Democratic,Jackson,1794-06-07,39,178,39.4877
23,1833-12-02,M000127,William Learned Marcy,NY,3,Democratic,Jackson,1786-12-12,46,355,46.9726
23,1833-12-02,M000755,Stephen Decatur Miller,SC,3,Other,Nullifier,1787-05-08,46,208,46.5699
23,1833-12-02,T000300,Gideon Tomlinson,CT,3,Whig,Anti-Jacksonian,1780-12-31,52,336,52.9205
23,1833-12-02,T000284,John Tipton,IN,1,Democratic,Democrat,1786-08-14,47,110,47.3014
23,1833-12-02,B000503,John Black,MS,1,Whig,Whig,1800-08-11,33,113,33.3096
23,1833-12-02,K000125,Joseph Kent,MD,1,Whig,Whig,1779-01-14,54,322,54.8822
23,1833-12-02,M000492,Samuel McKean,PA,1,Democratic,Democrat,1787-04-07,46,239,46.6548
23,1833-12-02,M000989,Thomas Morris,OH,1,Democratic,Democrat,1776-01-03,57,333,57.9123
23,1833-12-02,N000010,Arnold Naudain,DE,1,Other,,1790-01-06,43,330,43.9041
23,1833-12-02,P000436,Alexander Porter,LA,3,Whig,Anti-Jacksonian,1785-06-24,48,161,48.4411
23,1833-12-02,R000297,Asher Robbins,RI,1,Whig,Whig,1761-10-26,72,37,72.1014
23,1833-12-02,S000334,Ether Shepley,ME,1,Democratic,Jackson,1789-11-02,44,30,44.0822
23,1833-12-02,S000594,Nathan Smith,CT,1,Whig,Anti-Jacksonian,1770-01-08,63,328,63.8986
23,1833-12-02,S001116,Benjamin Swift,VT,1,Whig,Whig,1781-04-03,52,243,52.6658
23,1833-12-02,B000903,Bedford Brown,NC,2,Democratic,Jackson,1795-06-06,38,179,38.4904
23,1833-12-02,K000207,John Pendleton King,GA,2,Democratic,Jackson,1799-04-03,34,243,34.6658
23,1833-12-02,K000287,Nehemiah Rice Knight,RI,2,Whig,Whig,1780-12-31,52,336,52.9205
23,1833-12-02,R000344,John McCracken Robinson,IL,2,Democratic,Jackson,1794-04-10,39,236,39.6466
23,1833-12-02,W000376,Hugh Lawson White,TN,2,Democratic,Jackson,1773-10-30,60,33,60.0904
23,1833-12-02,L000338,Lewis Fields Linn,MO,3,Democratic,Jackson,1796-11-05,37,27,37.074
23,1833-12-02,P000510,Samuel Prentiss,VT,3,Whig,Anti-Jacksonian,1782-03-31,51,246,51.674
23,1833-12-02,P000519,William Campbell Preston,SC,3,Other,Nullifier,1794-12-27,38,340,38.9315
23,1833-12-02,G000509,Felix Grundy,TN,1,Democratic,Democrat,1777-09-11,56,82,56.2247
23,1833-12-02,S000689,Samuel Lewis Southard,NJ,1,Whig,Whig,1787-06-09,46,176,46.4822
23,1833-12-02,T000032,Nathaniel Pitcher Tallmadge,NY,1,Democratic,Democrat,1795-02-08,38,297,38.8137
23,1833-12-02,T000450,John Tyler,VA,1,Other,,1790-03-29,43,248,43.6795
23,1833-12-02,R000285,William Cabell Rives,VA,2,Democratic,Jackson,1793-05-04,40,212,40.5808
23,1833-12-02,W000475,William Wilkins,PA,3,Democratic,Jackson,1779-12-20,53,347,53.9507
23,1833-12-02,W000770,Silas Wright,NY,3,Democratic,Jackson,1795-05-24,38,192,38.526
23,1833-12-02,W000238,Daniel Webster,MA,1,Whig,Whig,1782-01-18,51,318,51.8712
23,1833-12-02,C000044,John Caldwell Calhoun,SC,2,Other,Nullifier,1782-03-18,51,259,51.7096
23,1833-12-02,M000096,Willie Person Mangum,NC,3,Democratic,Jackson,1792-05-10,41,206,41.5644
23,1833-12-02,K000217,William Rufus de Vane King,AL,2,Democratic,Jackson,1786-04-07,47,239,47.6548
23,1833-12-02,C000482,Henry Clay,KY,3,Whig,Whig,1777-04-12,56,234,56.6411
23,1833-12-02,E000281,Thomas Ewing,OH,3,Whig,Anti-Jacksonian,1789-12-28,43,339,43.9288
23,1833-12-02,B000398,Thomas Hart Benton,MO,1,Democratic,Democrat,1782-03-14,51,263,51.7205
23,1833-12-02,C000496,John Middleton Clayton,DE,2,Other,,1796-07-24,37,131,37.3589
24,1835-12-07,H000494,William Hendricks,IN,3,Whig,Adams,1782-11-12,53,25,53.0683
24,1835-12-07,H000593,Isaac Hill,NH,3,Democratic,Jackson,1789-04-06,46,245,46.6694
24,1835-12-07,K000006,Elias Kent Kane,IL,3,Democratic,Jackson,1794-06-07,41,183,41.5
24,1835-12-07,T000300,Gideon Tomlinson,CT,3,Whig,Anti-Jacksonian,1780-12-31,54,341,54.9342
24,1835-12-07,T000284,John Tipton,IN,1,Democratic,Democrat,1786-08-14,49,115,49.3142
24,1835-12-07,B000503,John Black,MS,1,Whig,Whig,1800-08-11,35,118,35.3224
24,1835-12-07,K000125,Joseph Kent,MD,1,Whig,Whig,1779-01-14,56,327,56.8959
24,1835-12-07,M000492,Samuel McKean,PA,1,Democratic,Democrat,1787-04-07,48,244,48.6667
24,1835-12-07,M000989,Thomas Morris,OH,1,Democratic,Democrat,1776-01-03,59,338,59.926
24,1835-12-07,N000010,Arnold Naudain,DE,1,Other,,1790-01-06,45,335,45.9178
24,1835-12-07,P000436,Alexander Porter,LA,3,Whig,Anti-Jacksonian,1785-06-24,50,166,50.4536
24,1835-12-07,R000297,Asher Robbins,RI,1,Whig,Whig,1761-10-26,74,42,74.1148
24,1835-12-07,S000334,Ether Shepley,ME,1,Democratic,Jackson,1789-11-02,46,35,46.0956
24,1835-12-07,S001116,Benjamin Swift,VT,1,Whig,Whig,1781-04-03,54,248,54.6776
24,1835-12-07,L000232,Benjamin Watkins Leigh,VA,2,Whig,Anti-Jacksonian,1781-06-18,54,172,54.4699
24,1835-12-07,B000903,Bedford Brown,NC,2,Democratic,Democrat,1795-06-06,40,184,40.5027
24,1835-12-07,E000283,William Lee Davidson Ewing,IL,3,Democratic,Jackson,1795-08-31,40,98,40.2678
24,1835-12-07,G000264,Robert Henry Goldsborough,MD,3,Whig,Whig,1779-01-04,56,337,56.9233
24,1835-12-07,H000883,Henry Hubbard,NH,2,Democratic,Democrat,1784-05-03,51,218,51.5956
24,1835-12-07,K000207,John Pendleton King,GA,2,Democratic,Democrat,1799-04-03,36,248,36.6776
24,1835-12-07,K000287,Nehemiah Rice Knight,RI,2,Whig,Whig,1780-12-31,54,341,54.9342
24,1835-12-07,R000344,John McCracken Robinson,IL,2,Democratic,Democrat,1794-04-10,41,241,41.6585
24,1835-12-07,R000502,John Ruggles,ME,2,Democratic,Democrat,1789-10-08,46,60,46.1639
24,1835-12-07,W000071,Garret Dorset Wall,NJ,2,Democratic,Democrat,1783-03-10,52,272,52.7432
24,1835-12-07,W000376,Hugh Lawson White,TN,2,Whig,Whig,1773-10-30,62,38,62.1038
24,1835-12-07,C001023,Alfred Cuthbert,GA,3,Democratic,Jackson,1785-12-23,49,349,49.9562
24,1835-12-07,L000338,Lewis Fields Linn,MO,3,Democratic,Jackson,1796-11-05,39,32,39.0874
24,1835-12-07,P000510,Samuel Prentiss,VT,3,Whig,Anti-Jacksonian,1782-03-31,53,251,53.6858
24,1835-12-07,P000519,William Campbell Preston,SC,3,Other,Nullifier,1794-12-27,40,345,40.9452
24,1835-12-07,G000509,Felix Grundy,TN,1,Democratic,Democrat,1777-09-11,58,87,58.2377
24,1835-12-07,S000689,Samuel Lewis Southard,NJ,1,Whig,Whig,1787-06-09,48,181,48.4945
24,1835-12-07,T000032,Nathaniel Pitcher Tallmadge,NY,1,Democratic,Democrat,1795-02-08,40,302,40.8274
24,1835-12-07,T000450,John Tyler,VA,1,Other,,1790-03-29,45,253,45.6913
24,1835-12-07,W000067,Robert John Walker,MS,2,Democratic,Democrat,1801-07-19,34,141,34.3852
24,1835-12-07,W000770,Silas Wright,NY,3,Democratic,Jackson,1795-05-24,40,197,40.5383
24,1835-12-07,W000238,Daniel Webster,MA,1,Whig,Whig,1782-01-18,53,323,53.8849
24,1835-12-07,C000044,John Caldwell Calhoun,SC,2,Democratic,Democrat,1782-03-18,53,264,53.7213
24,1835-12-07,D000117,John Davis,MA,2,Whig,Whig,1787-01-13,48,328,48.8986
24,1835-12-07,M000096,Willie Person Mangum,NC,3,Democratic,Jackson,1792-05-10,43,211,43.5765
24,1835-12-07,K000217,William Rufus de Vane King,AL,2,Democratic,Democrat,1786-04-07,49,244,49.6667
24,1835-12-07,C000482,Henry Clay,KY,3,Whig,Whig,1777-04-12,58,239,58.653
24,1835-12-07,E000281,Thomas Ewing,OH,3,Whig,Anti-Jacksonian,1789-12-28,45,344,45.9425
24,1835-12-07,B000398,Thomas Hart Benton,MO,1,Democratic,Democrat,1782-03-14,53,268,53.7322
24,1835-12-07,C000496,John Middleton Clayton,DE,2,Other,,1796-07-24,39,136,39.3716
24,1835-12-07,B001005,James Buchanan,PA,3,Democratic,Jackson,1791-04-23,44,228,44.623
24,1835-12-07,C000912,John Jordan Crittenden,KY,2,Whig,Whig,1786-09-10,49,88,49.2404
25,1837-09-04,T000284,John Tipton,IN,1,Democratic,Democrat,1786-08-14,51,21,51.0575
25,1837-09-04,B000503,John Black,MS,1,Whig,Whig,1800-08-11,37,24,37.0658
25,1837-09-04,K000125,Joseph Kent,MD,1,Whig,Whig,1779-01-14,58,233,58.6384
25,1837-09-04,M000492,Samuel McKean,PA,1,Democratic,Democrat,1787-04-07,50,150,50.411
25,1837-09-04,M000989,Thomas Morris,OH,1,Democratic,Democrat,1776-01-03,61,244,61.6685
25,1837-09-04,R000297,Asher Robbins,RI,1,Whig,Whig,1761-10-26,75,313,75.8575
25,1837-09-04,S001116,Benjamin Swift,VT,1,Whig,Whig,1781-04-03,56,154,56.4219
25,1837-09-04,B000903,Bedford Brown,NC,2,Democratic,Democrat,1795-06-06,42,90,42.2466
25,1837-09-04,H000883,Henry Hubbard,NH,2,Democratic,Democrat,1784-05-03,53,124,53.3397
25,1837-09-04,K000207,John Pendleton King,GA,2,Democratic,Democrat,1799-04-03,38,154,38.4219
25,1837-09-04,K000287,Nehemiah Rice Knight,RI,2,Whig,Whig,1780-12-31,56,247,56.6767
25,1837-09-04,R000344,John McCracken Robinson,IL,2,Democratic,Democrat,1794-04-10,43,147,43.4027
25,1837-09-04,R000502,John Ruggles,ME,2,Democratic,Democrat,1789-10-08,47,331,47.9068
25,1837-09-04,W000071,Garret Dorset Wall,NJ,2,Democratic,Democrat,1783-03-10,54,178,54.4877
25,1837-09-04,W000376,Hugh Lawson White,TN,2,Whig,Whig,1773-10-30,63,309,63.8466
25,1837-09-04,D000022,Judah Dana,ME,1,Democratic,Jackson,1772-04-25,65,132,65.3616
25,1837-09-04,P000069,Richard Elliott Parker,VA,2,Democratic,Democrat,1783-12-27,53,251,53.6877
25,1837-09-04,S000719,John Selby Spence,MD,3,Whig,Whig,1788-02-29,49,188,49.5151
25,1837-09-04,S000992,Robert Strange,NC,3,Democratic,Democrat,1796-09-20,40,349,40.9562
25,1837-09-04,C000481,Clement Comer Clay,AL,3,Democratic,Democrat,1789-12-17,47,261,47.7151
25,1837-09-04,C001023,Alfred Cuthbert,GA,3,Democratic,Democrat,1785-12-23,51,255,51.6986
25,1837-09-04,L000338,Lewis Fields Linn,MO,3,Democratic,Democrat,1796-11-05,40,303,40.8301
25,1837-09-04,L000512,Wilson Lumpkin,GA,2,Democratic,Democrat,1783-01-14,54,233,54.6384
25,1837-09-04,M001050,Alexander Mouton,LA,3,Democratic,Democrat,1804-11-19,32,289,32.7918
25,1837-09-04,N000158,John Norvell,MI,2,Democratic,Democrat,1789-12-21,47,257,47.7041
25,1837-09-04,P000510,Samuel Prentiss,VT,3,Whig,Whig,1782-03-31,55,157,55.4301
25,1837-09-04,P000519,William Campbell Preston,SC,3,Whig,Whig,1794-12-27,42,251,42.6877
25,1837-09-04,R000293,William Henry Roane,VA,2,Democratic,Democrat,1787-09-17,49,352,49.9644
25,1837-09-04,S000599,Oliver Hampton Smith,IN,3,Whig,Whig,1794-10-23,42,316,42.8658
25,1837-09-04,S000600,Perry Smith,CT,3,Democratic,Democrat,1783-05-12,54,115,54.3151
25,1837-09-04,Y000050,Richard Montgomery Young,IL,3,Democratic,Democrat,1798-02-20,39,196,39.537
25,1837-09-04,G000509,Felix Grundy,TN,1,Democratic,Democrat,1777-09-11,59,358,59.9808
25,1837-09-04,S000689,Samuel Lewis Southard,NJ,1,Whig,Whig,1787-06-09,50,87,50.2384
25,1837-09-04,T000032,Nathaniel Pitcher Tallmadge,NY,1,Democratic,Democrat,1795-02-08,42,208,42.5699
25,1837-09-04,W000532,Reuel Williams,ME,1,Democratic,Democrat,1783-06-02,54,94,54.2575
25,1837-09-04,B000251,Richard Henry Bayard,DE,1,Whig,Whig,1796-09-26,40,343,40.9397
25,1837-09-04,F000425,William Savin Fulton,AR,2,Democratic,Democrat,1795-06-02,42,94,42.2575
25,1837-09-04,R000285,William Cabell Rives,VA,1,Democratic,Democrat,1793-05-04,44,123,44.337
25,1837-09-04,W000067,Robert John Walker,MS,2,Democratic,Democrat,1801-07-19,36,47,36.1288
25,1837-09-04,A000150,William Allen,OH,3,Democratic,Democrat,1803-12-27,33,251,33.6877
25,1837-09-04,L000544,Lucius Lyon,MI,1,Democratic,Democrat,1800-02-26,37,190,37.5205
25,1837-09-04,N000108,John Milton Niles,CT,1,Democratic,Democrat,1787-08-20,50,15,50.0411
25,1837-09-04,S000256,Ambrose Hundley Sevier,AR,3,Democratic,Democrat,1801-11-04,35,304,35.8329
25,1837-09-04,W000770,Silas Wright,NY,3,Democratic,Democrat,1795-05-24,42,103,42.2822
25,1837-09-04,W000238,Daniel Webster,MA,1,Whig,Whig,1782-01-18,55,229,55.6274
25,1837-09-04,C000044,John Caldwell Calhoun,SC,2,Democratic,Democrat,1782-03-18,55,170,55.4658
25,1837-09-04,D000117,John Davis,MA,2,Whig,Whig,1787-01-13,50,234,50.6411
25,1837-09-04,K000217,William Rufus de Vane King,AL,2,Democratic,Democrat,1786-04-07,51,150,51.411
25,1837-09-04,C000482,Henry Clay,KY,3,Whig,Whig,1777-04-12,60,145,60.3973
25,1837-09-04,P000333,Franklin Pierce,NH,3,Democratic,Democrat,1804-11-23,32,285,32.7808
25,1837-09-04,B000398,Thomas Hart Benton,MO,1,Democratic,Democrat,1782-03-14,55,174,55.4767
25,1837-09-04,B001005,James Buchanan,PA,3,Democratic,Democrat,1791-04-23,46,134,46.3671
25,1837-09-04,C000912,John Jordan Crittenden,KY,2,Whig,Whig,1786-09-10,50,359,50.9836
26,1839-12-02,B000903,Bedford Brown,NC,2,Democratic,Democrat,1795-06-06,44,179,44.4891
26,1839-12-02,H000883,Henry Hubbard,NH,2,Democratic,Democrat,1784-05-03,55,213,55.582
26,1839-12-02,K000287,Nehemiah Rice Knight,RI,2,Whig,Whig,1780-12-31,58,336,58.9205
26,1839-12-02,R000344,John McCracken Robinson,IL,2,Democratic,Democrat,1794-04-10,45,236,45.6448
26,1839-12-02,R000502,John Ruggles,ME,2,Democratic,Democrat,1789-10-08,50,55,50.1503
26,1839-12-02,W000071,Garret Dorset Wall,NJ,2,Democratic,Democrat,1783-03-10,56,267,56.7295
26,1839-12-02,W000376,Hugh Lawson White,TN,2,Whig,Whig,1773-10-30,66,33,66.0902
26,1839-12-02,S000719,John Selby Spence,MD,3,Whig,Whig,1788-02-29,51,277,51.7568
26,1839-12-02,S000992,Robert Strange,NC,3,Democratic,Democrat,1796-09-20,43,73,43.1995
26,1839-12-02,C000481,Clement Comer Clay,AL,3,Democratic,Democrat,1789-12-17,49,350,49.9589
26,1839-12-02,C001023,Alfred Cuthbert,GA,3,Democratic,Democrat,1785-12-23,53,344,53.9425
26,1839-12-02,L000338,Lewis Fields Linn,MO,3,Democratic,Democrat,1796-11-05,43,27,43.0738
26,1839-12-02,L000512,Wilson Lumpkin,GA,2,Democratic,Democrat,1783-01-14,56,322,56.8822
26,1839-12-02,M001050,Alexander Mouton,LA,3,Democratic,Democrat,1804-11-19,35,13,35.0355
26,1839-12-02,N000158,John Norvell,MI,2,Democratic,Democrat,1789-12-21,49,346,49.9479
26,1839-12-02,P000510,Samuel Prentiss,VT,3,Whig,Whig,1782-03-31,57,246,57.6721
26,1839-12-02,P000519,William Campbell Preston,SC,3,Whig,Whig,1794-12-27,44,340,44.9315
26,1839-12-02,R000293,William Henry Roane,VA,2,Democratic,Democrat,1787-09-17,52,76,52.2077
26,1839-12-02,S000599,Oliver Hampton Smith,IN,3,Whig,Whig,1794-10-23,45,40,45.1093
26,1839-12-02,S000600,Perry Smith,CT,3,Democratic,Democrat,1783-05-12,56,204,56.5574
26,1839-12-02,Y000050,Richard Montgomery Young,IL,3,Democratic,Democrat,1798-02-20,41,285,41.7808
26,1839-12-02,M000654,William Duhurst Merrick,MD,1,Whig,Whig,1793-10-25,46,38,46.1038
26,1839-12-02,B000428,Thaddeus Betts,CT,1,Whig,Whig,1789-02-04,50,301,50.8247
26,1839-12-02,D000376,Nathan Fellows Dixon,RI,1,Whig,Whig,1774-12-13,64,354,64.9699
26,1839-12-02,G000509,Felix Grundy,TN,1,Democratic,Democrat,1777-09-11,62,82,62.224
26,1839-12-02,H000482,John Henderson,MS,1,Whig,Whig,1797-02-28,42,277,42.7589
26,1839-12-02,S000689,Samuel Lewis Southard,NJ,1,Whig,Whig,1787-06-09,52,176,52.4809
26,1839-12-02,T000032,Nathaniel Pitcher Tallmadge,NY,1,Whig,Whig,1795-02-08,44,297,44.8137
26,1839-12-02,T000039,Benjamin Tappan,OH,1,Democratic,Democrat,1773-05-25,66,191,66.5219
26,1839-12-02,W000532,Reuel Williams,ME,1,Democratic,Democrat,1783-06-02,56,183,56.5
26,1839-12-02,F000425,William Savin Fulton,AR,2,Democratic,Democrat,1795-06-02,44,183,44.5
26,1839-12-02,W000067,Robert John Walker,MS,2,Democratic,Democrat,1801-07-19,38,136,38.3716
26,1839-12-02,A000150,William Allen,OH,3,Democratic,Democrat,1803-12-27,35,340,35.9315
26,1839-12-02,S000256,Ambrose Hundley Sevier,AR,3,Democratic,Democrat,1801-11-04,38,28,38.0765
26,1839-12-02,W000770,Silas Wright,NY,3,Democratic,Democrat,1795-05-24,44,192,44.5246
26,1839-12-02,W000238,Daniel Webster,MA,1,Whig,Whig,1782-01-18,57,318,57.8712
26,1839-12-02,C000044,John Caldwell Calhoun,SC,2,Democratic,Democrat,1782-03-18,57,259,57.7077
26,1839-12-02,D000117,John Davis,MA,2,Whig,Whig,1787-01-13,52,323,52.8849
26,1839-12-02,K000217,William Rufus de Vane King,AL,2,Democratic,Democrat,1786-04-07,53,239,53.653
26,1839-12-02,C000482,Henry Clay,KY,3,Whig,Whig,1777-04-12,62,234,62.6393
26,1839-12-02,P000333,Franklin Pierce,NH,3,Democratic,Democrat,1804-11-23,35,9,35.0246
26,1839-12-02,B000398,Thomas Hart Benton,MO,1,Democratic,Democrat,1782-03-14,57,263,57.7186
26,1839-12-02,P000299,Samuel Shethar Phelps,VT,1,Whig,Whig,1793-05-13,46,203,46.5546
26,1839-12-02,B001005,James Buchanan,PA,3,Democratic,Democrat,1791-04-23,48,223,48.6093
26,1839-12-02,C000912,John Jordan Crittenden,KY,2,Whig,Whig,1786-09-10,53,83,53.2268
26,1839-12-02,W000351,Albert Smith White,IN,1,Whig,Whig,1803-10-24,36,39,36.1066
27,1841-05-31,C000481,Clement Comer Clay,AL,3,Democratic,Democrat,1789-12-17,51,165,51.4521
27,1841-05-31,C001023,Alfred Cuthbert,GA,3,Democratic,Democrat,1785-12-23,55,159,55.4356
27,1841-05-31,L000338,Lewis Fields Linn,MO,3,Democratic,Democrat,1796-11-05,44,207,44.5671
27,1841-05-31,M001050,Alexander Mouton,LA,3,Democratic,Democrat,1804-11-19,36,193,36.5288
27,1841-05-31,P000510,Samuel Prentiss,VT,3,Whig,Whig,1782-03-31,59,61,59.1671
27,1841-05-31,P000519,William Campbell Preston,SC,3,Whig,Whig,1794-12-27,46,155,46.4247
27,1841-05-31,S000599,Oliver Hampton Smith,IN,3,Whig,Whig,1794-10-23,46,220,46.6027
27,1841-05-31,S000600,Perry Smith,CT,3,Democratic,Democrat,1783-05-12,58,19,58.0521
27,1841-05-31,Y000050,Richard Montgomery Young,IL,3,Democratic,Democrat,1798-02-20,43,100,43.274
27,1841-05-31,M000654,William Duhurst Merrick,MD,1,Whig,Whig,1793-10-25,47,218,47.5973
27,1841-05-31,D000376,Nathan Fellows Dixon,RI,1,Whig,Whig,1774-12-13,66,169,66.463
27,1841-05-31,H000482,John Henderson,MS,1,Whig,Whig,1797-02-28,44,92,44.2521
27,1841-05-31,S000689,Samuel Lewis Southard,NJ,1,Whig,Whig,1787-06-09,53,356,53.9753
27,1841-05-31,T000032,Nathaniel Pitcher Tallmadge,NY,1,Whig,Whig,1795-02-08,46,112,46.3068
27,1841-05-31,T000039,Benjamin Tappan,OH,1,Democratic,Democrat,1773-05-25,68,6,68.0164
27,1841-05-31,W000532,Reuel Williams,ME,1,Democratic,Democrat,1783-06-02,57,363,57.9945
27,1841-05-31,G000362,William Alexander Graham,NC,3,Whig,Whig,1804-09-05,36,268,36.7342
27,1841-05-31,P000437,Augustus Seymour Porter,MI,1,Whig,Whig,1798-01-18,43,133,43.3644
27,1841-05-31,A000275,William Segar Archer,VA,2,Whig,Whig,1789-03-05,52,87,52.2384
27,1841-05-31,B000183,Alexander Barrow,LA,2,Whig,Whig,1801-03-27,40,65,40.1781
27,1841-05-31,B000233,Isaac Chapman Bates,MA,2,Whig,Whig,1779-01-23,62,128,62.3507
27,1841-05-31,B000251,Richard Henry Bayard,DE,1,Whig,Whig,1796-09-26,44,247,44.6767
27,1841-05-31,C000375,Rufus Choate,MA,1,Whig,Whig,1799-10-01,41,242,41.663
27,1841-05-31,E000241,George Evans,ME,2,Whig,Whig,1797-01-12,44,139,44.3808
27,1841-05-31,F000425,William Savin Fulton,AR,2,Democratic,Democrat,1795-06-02,45,363,45.9945
27,1841-05-31,K000139,John Leeds Kerr,MD,3,Whig,Whig,1780-01-15,61,136,61.3726
27,1841-05-31,M000599,Samuel McRoberts,IL,2,Democratic,Democrat,1799-04-12,42,49,42.1342
27,1841-05-31,M000938,James Turner Morehead,KY,2,Whig,Whig,1797-05-24,44,7,44.0192
27,1841-05-31,R000285,William Cabell Rives,VA,1,Whig,Whig,1793-05-04,48,27,48.074
27,1841-05-31,W000067,Robert John Walker,MS,2,Democratic,Democrat,1801-07-19,39,316,39.8658
27,1841-05-31,W000709,William Woodbridge,MI,2,Whig,Whig,1780-08-20,60,284,60.7781
27,1841-05-31,W000711,Levi Woodbury,NH,2,Democratic,Democrat,1789-12-22,51,160,51.4384
27,1841-05-31,A000150,William Allen,OH,3,Democratic,Democrat,1803-12-27,37,155,37.4247
27,1841-05-31,S000256,Ambrose Hundley Sevier,AR,3,Democratic,Democrat,1801-11-04,39,208,39.5699
27,1841-05-31,W000770,Silas Wright,NY,3,Democratic,Democrat,1795-05-24,46,7,46.0192
